centoides final : [157, 43, 181, 124, 56, 155, 54, 148, 33, 162, 122, 134, 68, 127, 74]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 155, 98, 18, 33, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 40, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 98, 148, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 140, 36, 54, 148, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [141, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 143, 36, 98, 148, 33, 162, 29, 134, 68, 127, 77]
centoides final : [141, 43, 181, 89, 56, 36, 98, 148, 33, 162, 122, 134, 68, 69, 77]
centoides final : [174, 43, 7, 124, 56, 36, 98, 18, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 40, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 143, 155, 54, 164, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 7, 124, 56, 36, 54, 164, 33, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 108, 54, 18, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 7, 124, 143, 36, 54, 164, 33, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 7, 124, 143, 36, 98, 18, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 120, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 29, 134, 68, 69, 77]
centoides final : [141, 43, 7, 124, 56, 36, 98, 18, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 155, 54, 148, 33, 162, 122, 134, 68, 127, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 155, 54, 18, 33, 162, 29, 134, 68, 127, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 98, 164, 40, 162, 29, 134, 68, 69, 163]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 40, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 98, 148, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 95, 7, 124, 56, 36, 54, 148, 33, 162, 122, 134, 68, 127, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 98, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 108, 54, 148, 40, 162, 29, 134, 68, 69, 74]
centoides final : [174, 43, 7, 124, 56, 36, 98, 18, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 140, 36, 54, 164, 33, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 98, 148, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 7, 124, 56, 36, 54, 148, 40, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 18, 33, 162, 29, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 7, 124, 56, 155, 98, 18, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 40, 162, 122, 160, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 143, 155, 54, 148, 33, 162, 122, 134, 68, 127, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 25, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 148, 40, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 140, 36, 54, 164, 33, 162, 29, 134, 68, 69, 77]
centoides final : [141, 43, 181, 124, 56, 36, 54, 148, 33, 162, 122, 134, 68, 69, 74]
centoides final : [157, 43, 181, 124, 56, 36, 54, 18, 65, 162, 29, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 7, 124, 56, 36, 98, 164, 33, 162, 29, 134, 68, 127, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 77]
centoides final : [157, 43, 181, 124, 56, 36, 54, 164, 33, 162, 122, 134, 68, 69, 74]
