,0,1
0,-8.881003558361497,-40.27857463734532
1,-7.48398592030291,-37.28857378708558
2,-8.901806166895879,-38.013505864502356
3,-7.838313997856572,-35.76407345314021
4,-8.222982635864549,-39.383380803957444
5,-8.714110291620925,-35.773609271188306
6,-7.950569143365267,-38.11470973604301
7,-9.182125818066146,-38.23679376792379
8,-8.941844457807617,-37.41973653157604
9,-8.088765659098327,-39.05601231298757
10,-8.097379945673733,-37.69830276130916
11,-8.99086631192906,-37.35916075620429
12,-7.598035329436415,-40.48509603324479
13,-7.612757441746678,-35.431666249597114
14,-7.710208769781715,-39.25716721518077
