,0,1
0,-8.13634799041108,-35.26235090974825
1,-8.249528362220003,-38.02786916910063
2,-8.377318737168133,-36.73589201951988
3,-8.108416640156307,-36.55781752622757
4,-8.746678747840225,-38.396244202701446
5,-9.18338962828999,-38.25375720038845
6,-7.749002,-37.633384
7,-8.330649330993568,-35.3545969745597
8,-8.617919112228037,-39.14135649589381
9,-7.476495174154513,-37.32923690175009
10,-7.605262626096215,-35.51988464629664
11,-8.473305476137194,-35.47121890178414
12,-9.392778,-40.507778
13,-8.253776333430938,-40.74098669382152
14,-8.978272863151485,-40.27090895538562
15,-7.837768211968244,-38.098681150460145
16,-8.899649829862724,-35.16673348419792
17,-8.242149477269905,-40.0379392056588
18,-9.116051923443754,-37.07807362713558
19,-8.08451307285416,-37.59701868248096
20,-8.893888064788431,-36.27683223566718
21,-7.3773505579582945,-37.4747142371608
