,0,1
0,-8.76775165133823,-35.17486906875968
1,-8.418836645112881,-39.40009413465219
2,-7.954706822067396,-39.01009576965211
3,-9.075713234020718,-38.20797516077179
4,-7.749880385225706,-37.61821007438637
5,-7.761934754685906,-40.26816600525619
6,-7.37990843863345,-37.199883930771406
7,-7.6662247792135805,-35.13623306873976
8,-8.89737679353836,-36.661062859523405
9,-8.140833211674673,-35.39584410664947
10,-7.834210221923309,-35.7426551879033
11,-8.200415237904146,-40.557595214890306
12,-8.424169823226926,-35.793387745943534
13,-7.5225699133382395,-39.722078245358816
14,-8.897778000780434,-35.147778
15,-7.946125630296072,-35.22891554622958
16,-8.878303172528533,-39.71890196510122
17,-8.590504256142241,-38.551327580277075
