,0,1
0,-8.333520035480204,-36.42401669076387
1,-8.658360462271482,-35.89982312822829
2,-7.84119077094077,-38.1419729399043
3,-7.751497622899663,-39.37217749618692
4,-8.963992490463806,-37.627568183255306
5,-8.20636160747341,-39.08849349718725
6,-8.66605616068983,-35.178369693653075
7,-7.833070113247928,-37.593852313565925
8,-8.770668744871765,-40.46998825646011
9,-8.855121646101894,-36.20823861480981
10,-7.9040490809782575,-35.97588776816651
11,-9.104223951521123,-37.12724120927176
12,-9.177977520293432,-38.21616001140832
13,-8.58645773796746,-37.74398042129575
14,-8.500640743469136,-36.94510665384716
15,-7.832272735910514,-35.86146436070624
16,-7.882500079679271,-40.08166725287646
17,-8.099170217728995,-36.57446547650134
18,-7.527782079786694,-39.65436549315318
19,-8.554541221693995,-39.321787299312895
20,-7.607081996496003,-37.34481214030953
21,-7.847630597985733,-34.97690908955171
22,-7.538273295620795,-37.69464155694547
23,-8.292618726740736,-35.906122193685725
24,-8.297804038883786,-35.34532565688044
25,-7.829038098602519,-35.366457430921905
26,-9.392778,-40.507778
27,-9.048930077831415,-36.36109088606367
