,0,1
0,-7.597586362106628,-37.51992599489976
1,-8.137077245849742,-37.155633315356006
2,-8.712883576262001,-35.50661350623074
3,-8.621734526542879,-40.9754484453225
4,-7.835327198203951,-35.86917937698605
5,-8.572906971848841,-38.960561871876294
6,-8.99694444,-40.27194444
7,-8.503049268352095,-36.937411640818986
8,-8.490817526176478,-36.1707339607687
9,-7.741067113841236,-38.01071847966242
10,-7.58858462018417,-35.10073877378246
11,-8.117309463602423,-39.90810706714851
12,-8.967159683445457,-37.65435861608475
13,-8.192077768069394,-38.14415080104205
14,-9.10583,-38.15
15,-7.667975297235223,-39.35474422812299
16,-8.358135664789568,-35.25333521461005
