centoides final : [140, 123, 162, 138, 54, 182, 77, 150, 137, 7, 61, 64, 0, 99, 76]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 137, 7, 41, 64, 121, 99, 76]
centoides final : [113, 148, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 47, 181, 41, 4, 121, 99, 71]
centoides final : [113, 139, 162, 138, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 76]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 137, 7, 41, 4, 0, 99, 76]
centoides final : [113, 123, 162, 138, 54, 182, 1, 150, 137, 7, 41, 64, 0, 99, 76]
centoides final : [113, 123, 162, 138, 16, 182, 74, 150, 137, 7, 41, 64, 0, 112, 71]
centoides final : [113, 123, 162, 138, 54, 182, 1, 150, 137, 7, 41, 64, 0, 112, 76]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 148, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 112, 76]
centoides final : [113, 139, 162, 138, 54, 182, 74, 150, 137, 7, 41, 4, 0, 112, 76]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 138, 54, 182, 1, 150, 137, 181, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 47, 7, 41, 91, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 137, 7, 41, 4, 0, 112, 76]
centoides final : [113, 123, 162, 117, 54, 182, 1, 150, 137, 7, 41, 64, 121, 99, 76]
centoides final : [113, 139, 162, 138, 54, 182, 74, 150, 137, 7, 41, 4, 0, 99, 76]
centoides final : [113, 123, 162, 117, 54, 182, 74, 150, 137, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 137, 7, 41, 4, 121, 99, 71]
centoides final : [113, 139, 162, 138, 54, 182, 1, 150, 137, 7, 41, 64, 0, 99, 71]
centoides final : [113, 139, 162, 138, 54, 182, 74, 150, 47, 7, 61, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 16, 182, 74, 150, 47, 7, 41, 91, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 1, 150, 137, 7, 41, 91, 0, 99, 76]
centoides final : [113, 123, 162, 117, 16, 182, 77, 150, 137, 7, 41, 4, 0, 144, 71]
centoides final : [113, 148, 162, 117, 54, 182, 74, 150, 47, 7, 41, 91, 0, 112, 76]
centoides final : [113, 139, 162, 138, 54, 182, 74, 150, 47, 7, 41, 4, 0, 99, 71]
centoides final : [113, 123, 162, 117, 54, 182, 1, 150, 47, 7, 41, 91, 0, 99, 71]
centoides final : [113, 139, 162, 117, 54, 182, 74, 150, 137, 7, 41, 4, 0, 112, 76]
