,0,1
0,49.6320887,8.430656475000001
1,49.79472886,8.393237448
2,49.6532033625,8.83194815
3,50.01744441875,8.14109800625
4,50.162795849999995,8.626430918
5,49.79195323333333,8.682971766666666
6,49.51469245,8.49729962
7,50.085264525,9.1621149575
8,49.89082005,8.576300400000001
9,50.215143000000005,9.032637633333334
10,49.89964419166666,8.210800416666666
11,49.724516439999995,8.932982524
12,50.00096808749999,9.031353385
13,49.571214024999996,9.2605928
14,49.77352885,9.239336735
15,49.623242649999995,8.650111560000001
16,49.80967716666667,9.048541566666668
17,49.479245500000005,9.03099975
18,50.000051875000004,8.647370123333333
19,49.8534354,8.8491122
20,49.550099839999994,8.743842902
21,50.0951177125,8.8472707175
22,49.85921129999999,9.3261374
23,49.69676119999999,9.310849566666667
24,49.99279552857143,8.389753258571428
25,49.73890956666667,8.653007233333334
26,49.67265170000001,8.5906561
27,49.93523003,9.30434255
