,0,1
0,-8.65865242226,-35.9515375204
1,-8.58971674361,-40.8851077544
2,-7.74025546528,-40.1792427269
3,-8.76736303443,-39.7998652243
4,-8.69825737508,-35.153884144
5,-8.37366845875,-38.7593269893
6,-8.64648655693,-35.5566237837
7,-9.0556654927,-38.2108255014
8,-8.50395804436,-36.928163262
9,-7.73881663376,-37.6058972715
10,-8.36017507014,-35.6865344714
11,-7.65749393391,-39.6018693168
12,-8.01929360386,-39.0843570421
13,-7.95173633922,-34.9255359776
14,-8.80191273969,-36.3548510106
15,-7.54586093055,-35.2327142122
16,-7.44115154567,-37.299074576
17,-7.92680320688,-35.9754373612
18,-8.31846139451,-36.4432617458
19,-8.89060875703,-37.5044503353
20,-8.22668221663,-40.4417996884
21,-7.83321003783,-35.6102120349
22,-7.90691144474,-35.2501397577
23,-9.01183469607,-36.6355826032
24,-7.8943595127,-38.1150067212
