,0,1
0,-8.38920074454,-35.7129528731
1,-7.7510242554,-40.1993311696
2,-8.42460294411,-40.7732486747
3,-7.94471837827,-34.918677457
4,-8.70226656956,-35.7713280121
5,-8.70509879431,-36.4388354764
6,-7.53196721287,-35.2343586661
7,-8.36427000717,-38.7464719853
8,-7.43821275705,-37.2977237792
9,-8.60456958863,-39.6041465948
10,-7.65095263451,-39.6179341736
11,-7.98430770283,-39.0511922964
12,-8.50569988295,-36.9737346513
13,-8.90105153811,-37.5357383825
14,-7.92097605819,-35.9745256221
15,-8.7293280934,-35.1567819112
16,-8.32821650481,-35.375715137
17,-9.05839643816,-38.2114343743
18,-8.51282980288,-36.0722875011
19,-7.87014419659,-35.2401045448
20,-7.82142052006,-35.6092610152
21,-8.90912311168,-36.3122162061
22,-8.30265095216,-36.574154311
23,-7.73369348171,-37.6058791325
24,-9.23730694706,-40.4220493938
25,-9.02025111146,-36.6540637083
26,-7.89170332333,-38.1140512798
