,0,1
0,-8.58899856112,-40.8859813755
1,-7.83011599633,-35.6147235059
2,-7.73628463099,-37.6073745744
3,-8.64491243653,-35.5757111183
4,-8.02142577617,-39.0885883518
5,-8.36818468762,-38.7599460248
6,-7.94826899538,-34.9209480331
7,-7.53426817748,-35.2356163911
8,-8.76822373023,-39.8009268963
9,-8.48881608695,-36.188793779
10,-7.92860649803,-35.9738601539
11,-7.89365635761,-38.1161086269
12,-8.51088471607,-36.9644634266
13,-8.22619931297,-40.4422023052
14,-8.31720632339,-36.5840765746
15,-7.74011990258,-40.179472592
16,-9.01044286501,-36.6434191228
17,-8.84813584383,-36.348126505
18,-7.43970058983,-37.2987547221
19,-7.65668528173,-39.602760003
20,-9.05667316768,-38.2125955676
21,-8.651056505,-35.9044288505
22,-8.71951386693,-35.1521900063
23,-8.89815823836,-37.5252742195
24,-7.8724019762,-35.2406349179
25,-8.28885639808,-35.4422131848
