,0,1
0,-7.53501392826,-35.2356630903
1,-8.37355016916,-38.7404659604
2,-8.90815132372,-36.3144314996
3,-8.69090698837,-36.4039640963
4,-7.93024555131,-35.9717088917
5,-7.43913360427,-37.2974623782
6,-7.87406717165,-35.2411681192
7,-8.50092301322,-36.9384414212
8,-9.01421376052,-36.6536731691
9,-8.54525729985,-40.9010661026
10,-8.649643861,-35.5902331149
11,-9.29513562572,-40.4473923585
12,-7.89155363168,-38.1115533708
13,-7.73510083916,-40.1795923701
14,-7.64840824744,-39.6049454516
15,-8.29494708603,-36.4268701165
16,-8.29550140783,-35.4457784339
17,-7.97691053138,-39.0281219023
18,-8.71831948161,-35.1527811667
19,-8.5963001903,-39.5814475934
20,-7.83184528018,-35.6150241543
21,-7.73534385187,-37.6031755251
22,-9.05854582895,-38.2088434986
23,-7.94858216254,-34.9212560268
24,-8.20047860873,-40.4435302423
25,-8.89437299839,-37.5132536356
26,-8.62593110852,-35.9257805761
