,0,1
0,-9.01372681847,-36.655842019
1,-7.44131412097,-37.2999880495
2,-8.89498718277,-37.5408467162
3,-8.6499927233,-35.5920896891
4,-8.62523715838,-35.9275565015
5,-7.93091649984,-35.9728128478
6,-7.87443873023,-35.2414448438
7,-8.29507598048,-36.4394113152
8,-7.73927029283,-37.6098204373
9,-7.83229680926,-35.6157244535
10,-8.06582430231,-38.8514436461
11,-8.29632337685,-35.4465904001
12,-7.53522959495,-35.2358691684
13,-8.90934010425,-36.3164606031
14,-9.03811633056,-38.2243240385
15,-7.66485791712,-39.5786413775
16,-9.13818145961,-40.3533974507
17,-7.94861936901,-34.921448957
18,-8.46027895449,-39.4033736162
19,-7.7544266908,-40.1901644575
20,-8.41819505269,-40.7643368165
21,-8.69029216775,-36.402892278
22,-7.89824323641,-38.1179337461
23,-8.71818064771,-35.1530009328
24,-8.50194460979,-36.9473218846
