,0,1
0,-9.01622788929,-38.2211994082
1,-7.98765963726,-35.3320487781
2,-7.59632135607,-35.2751315228
3,-8.98476982244,-36.6208026666
4,-7.71140094286,-39.5366516953
5,-7.88718150412,-38.0532445168
6,-8.59109487804,-35.8101067634
7,-8.62499264366,-35.2487049579
8,-8.13322660704,-38.8748446599
9,-8.73676442467,-36.3044008136
10,-8.49696244188,-40.7740428178
11,-7.57921507489,-37.4355740803
12,-7.9215945795,-35.8819839721
13,-8.81840399721,-37.4213312597
14,-8.34406695565,-36.6368743316
15,-7.94481121736,-34.9474834753
16,-7.7676703072,-40.1841626808
17,-8.74308816198,-39.7888897699
