,0,1
0,-8.34245381339,-36.6478702023
1,-8.62219169104,-35.8492828529
2,-8.25035471606,-35.4680303124
3,-7.59237966529,-37.4524260416
4,-8.41652172642,-39.3274186133
5,-7.74388845893,-39.4376958425
6,-7.89871053691,-35.8522652584
7,-7.64283470065,-35.2775221806
8,-7.77977141775,-40.1690395233
9,-8.56219817114,-40.716897451
10,-7.90345064723,-38.1002928475
11,-8.98480628517,-38.2472846444
12,-8.67942603703,-35.1952169266
13,-7.94157044908,-34.9778311029
14,-8.82233052235,-37.4492794335
15,-8.73917749399,-36.3286252012
16,-8.98832255867,-36.6277445428
