,0,1
0,-7.64698203996,-35.2837356561
1,-8.66731732559,-36.3525117821
2,-8.00565252867,-39.0615901757
3,-7.5910540563,-37.4454324543
4,-8.63013084268,-35.8721753769
5,-8.9897294739,-36.6227832481
6,-8.6743215237,-35.2018122713
7,-7.90715923376,-38.0709700481
8,-7.9422102361,-34.9830761
9,-7.74274786329,-40.0217157116
10,-8.4747466552,-40.7211468513
11,-8.50023667795,-36.9495500899
12,-7.91012708486,-35.8831661936
13,-8.26071433844,-35.4914896341
14,-8.63734178086,-39.6625442373
15,-8.9860617871,-38.1759268773
