,0,1
0,-8.38760199283,-35.6403700027
1,-9.05352161902,-40.2652996126
2,-7.90266827647,-35.8920413066
3,-7.88881231553,-38.061872965
4,-8.17034626001,-38.9183172001
5,-7.58189290035,-37.4402642012
6,-9.01404390985,-38.2263057258
7,-8.7476050752,-36.3520491589
8,-8.40738752273,-40.7392197738
9,-8.68052186301,-35.1857145706
10,-7.92850646292,-35.2951263987
11,-8.35012547168,-36.6651686121
12,-8.99565066212,-36.6315584861
13,-7.7644914466,-40.1600551305
14,-8.65644955966,-35.8994314458
15,-7.73704469228,-39.5148592103
16,-7.57519266693,-35.2719687692
17,-8.82658010848,-37.440057844
18,-7.94813238628,-34.9384034226
