,0,1
0,-8.515617,-36.9620954
1,-7.639324288,-35.418466688
2,-9.04232571429,-36.6481319202
3,-7.7269659,-39.8883496999
4,-8.64044744417,-35.8372505186
5,-8.02614403667,-35.314416723
6,-8.0239870975,-34.9496487637
7,-8.28441401833,-35.6512006104
8,-7.4354198,-37.3084851556
9,-8.386852,-37.8466778889
10,-7.51842085714,-35.1974699683
11,-7.8517432,-35.6900265333
12,-8.4073535,-35.1094412222
13,-7.82765230143,-35.20364592
14,-8.88189332,-36.2480707913
15,-8.193161378,-39.081632944
16,-8.761657712,-36.5309617336
17,-7.72849775,-34.9066666667
18,-7.7603408475,-37.6343579863
19,-8.01573828571,-36.004120746
20,-8.66665149143,-40.4775544914
21,-8.78389575,-35.1511435
22,-8.48195958714,-36.2405694921
23,-8.070556,-37.265833
24,-8.933503578,-37.4690673993
25,-8.24517183333,-36.5545503333
26,-8.532334875,-35.467874375
27,-8.9181344,-38.3267943556
28,-7.888754378,-38.1350554444
