,0,1
0,-8.36698725,-40.68453975
1,-8.6961508,-35.5987178667
2,-7.89951871429,-35.9916381746
3,-7.639324288,-35.418466688
4,-8.065752078,-39.088552944
5,-7.864125125,-35.6444325417
6,-8.91525966667,-38.2429767778
7,-9.19486122,-40.38986122
8,-7.678387125,-39.9877663749
9,-8.641848,-39.5790553333
10,-8.61174561167,-36.3474840557
11,-7.61098045455,-37.4182770707
12,-7.92076718556,-37.9956033458
13,-8.95100144444,-36.647723321
14,-8.38815325,-36.03099825
15,-7.91781385222,-34.903274173
16,-8.375041,-35.422211381
17,-8.241187185,-35.1202201848
18,-9.08576566667,-36.3713764433
19,-8.71334287667,-37.2496259873
20,-8.280526125,-36.5504145
21,-8.822855912,-36.262964666
22,-7.5240445,-35.1730987222
23,-8.70660091625,-35.9058164029
24,-8.31523276375,-35.7277625828
25,-7.88029166636,-35.2371535253
26,-8.7452832,-35.1440814
