,0,1
0,-8.7323868525,-36.3104633887
1,-7.95216142857,-36.066147746
2,-7.942386667,-34.9129134557
3,-8.24916413875,-35.2415846386
4,-8.712127033,-35.8595471223
5,-8.32846956778,-35.95867916
6,-8.3909784,-36.7766212
7,-8.48677036364,-35.5461392929
8,-8.99351525,-36.6452621016
9,-7.88029166636,-35.2371535253
10,-8.7452832,-35.1440814
11,-7.836827844,-35.6517404773
12,-8.868859589,-37.9544247552
13,-7.55871108333,-35.2470982315
14,-7.7503844835,-37.6780738945
15,-8.03720771867,-39.2509881033
16,-8.27580978667,-40.3564905274
