,0,1
0,-8.57399024083,-36.0416933979
1,-8.27580978667,-40.3564905274
2,-8.307443,-36.5385783333
3,-8.03720771867,-39.2509881033
4,-7.844216766,-35.5987126993
5,-7.89790753333,-35.0146844518
6,-8.68823514286,-35.2117915238
7,-8.848467567,-36.3551452668
8,-8.57419022214,-35.6831001426
9,-8.80323898778,-38.0866166416
10,-8.97883611111,-36.6438961601
11,-7.72495545632,-37.6609684153
12,-8.14554145667,-35.3898717533
13,-7.593830534,-35.1090037116
14,-7.95570111111,-35.9532564691
15,-8.264146822,-35.0827642218
16,-7.559630875,-35.33099225
17,-8.70228985714,-37.1325746825
