,0,1
0,-8.98294736364,-36.6016187472
1,-7.927217277,-35.2380720218
2,-8.43425333333,-39.2181023333
3,-8.62970757143,-35.1167974127
4,-8.43390533333,-35.3871837778
5,-8.7093125,-39.713472
6,-8.86372336,-40.64155386
7,-7.921281,-39.490683
8,-8.79998169222,-36.3182828022
9,-8.062041,-36.3809193333
10,-8.231681,-37.5321729259
11,-8.44049033333,-36.1442024074
12,-8.70660091625,-35.9058164029
13,-7.87802666667,-40.3246604815
14,-7.495846,-37.3630845714
15,-7.94621798167,-38.1130592037
16,-8.17916225,-35.4323390556
17,-8.6961508,-35.5987178667
18,-7.875192,-35.7779948254
19,-7.64042875,-39.7264585275
20,-7.740916956,-37.6870579336
21,-7.57349904889,-35.3510980489
22,-7.62618877833,-35.106238593
23,-7.942386667,-34.9129134557
24,-8.34511492667,-38.6818711467
25,-7.894869,-39.02223675
26,-8.32432251375,-35.779216055
27,-8.70228985714,-37.1325746825
28,-8.3715715,-36.6015003333
29,-8.97662398167,-38.0852853328
