,0,1
0,-8.66905991667,-35.3181685741
1,-8.272305344,-40.4514178329
2,-7.90032320875,-38.040002764
3,-7.5240445,-35.1730987222
4,-8.32574408538,-35.5315278971
5,-7.4354198,-37.3084851556
6,-8.37540561538,-36.6832394615
7,-8.93690803111,-36.5529679505
8,-8.64185664706,-36.0110331763
9,-8.4695912225,-39.140858055
10,-8.89921032111,-37.8855295058
11,-7.96174588188,-34.9910486248
12,-7.7983753,-39.397614711
13,-8.01272844444,-35.967295358
14,-7.80400071429,-37.5284328571
15,-7.85375933333,-35.6672733704
16,-7.77658937,-35.3415739165
