,0,1
0,-7.5650229,-37.4335214778
1,-8.54270275,-37.1055107222
2,-7.9262946,-35.6507780667
3,-8.99431323077,-36.6206906322
4,-7.96828877778,-35.9748500247
5,-8.87445186125,-38.0970589718
6,-8.5856227,-35.1804472556
7,-7.92076718556,-37.9956033458
8,-8.01234511111,-40.408129321
9,-7.94532379727,-35.2443836562
10,-8.69868540231,-36.2671863588
11,-7.92834969727,-34.9292315961
12,-7.57291133364,-35.2062662325
13,-8.263155375,-36.471315625
14,-8.64651068867,-35.7794437038
15,-8.300247511,-35.5639248662
16,-7.68502457333,-35.5562570733
17,-7.99631284143,-39.225919825
18,-8.95208686,-40.05166661
