,0,1
0,-8.7452832,-35.1440814
1,-8.241187185,-35.1202201848
2,-8.97662398167,-38.0852853328
3,-7.7603408475,-37.6343579863
4,-7.94621798167,-38.1130592037
5,-9.047931,-36.5433260412
6,-8.4326056,-36.1192004889
7,-7.69416442857,-40.0501456984
8,-9.032747,-37.1314092963
9,-7.699874555,-35.4826653467
10,-8.79422459333,-36.0985197217
11,-8.45415113,-38.98639024
12,-8.354581,-35.4400252361
13,-7.88029166636,-35.2371535253
14,-7.5240445,-35.1730987222
15,-8.494448,-37.3645959445
16,-8.70588066625,-35.6869764446
17,-8.30277766667,-36.655185
18,-8.73626074111,-36.4571251853
19,-8.45815188875,-35.79215493
20,-7.90161475,-39.2506183887
21,-7.91781385222,-34.903274173
22,-8.66665149143,-40.4775544914
23,-7.93499938462,-35.8277522479
24,-7.4354198,-37.3084851556
25,-8.1656042,-36.3734384
26,-8.489537,-36.9133005
